Date,Country,Population,Confirmed_Cases,New_Cases,Deaths,New_Deaths,Recovered,Active_Cases,Vaccinations,Death_Rate_Percent,Recovery_Rate_Percent
2021-12-07,Brazil,212000000,246660,567,3072,8,213653,29935,127102078,1.25,86.62
2021-12-08,Brazil,212000000,247153,493,3078,6,214121,29954,127475908,1.25,86.63
2021-12-09,Brazil,212000000,247582,429,3086,8,214489,30007,127849738,1.25,86.63
2021-12-10,Brazil,212000000,248161,579,3097,11,215026,30038,128223567,1.25,86.65
2021-12-11,Brazil,212000000,248704,543,3102,5,215478,30124,128597397,1.25,86.64
2021-12-12,Brazil,212000000,249117,413,3106,4,215854,30157,128971227,1.25,86.65
2021-12-13,Brazil,212000000,249537,420,3109,3,216199,30229,129345056,1.25,86.64
2021-12-14,Brazil,212000000,250073,536,3115,6,216662,30296,129718886,1.25,86.64
2021-12-15,Brazil,212000000,250481,408,3119,4,217013,30349,130092716,1.25,86.64
2021-12-16,Brazil,212000000,251081,600,3128,9,217496,30457,130466545,1.25,86.62
2021-12-17,Brazil,212000000,251596,515,3133,5,217932,30531,130840375,1.25,86.62
2021-12-18,Brazil,212000000,252055,459,3142,9,218344,30569,131214205,1.25,86.63
2021-12-19,Brazil,212000000,252664,609,3145,3,218899,30620,131588034,1.24,86.64
2021-12-20,Brazil,212000000,253058,394,3150,5,219263,30645,131961864,1.24,86.65
2021-12-21,Brazil,212000000,253541,483,3155,5,219680,30706,132335694,1.24,86.64
2021-12-22,Brazil,212000000,254105,564,3164,9,220209,30732,132709523,1.25,86.66
2021-12-23,Brazil,212000000,254554,449,3167,3,220568,30819,133083353,1.24,86.65
2021-12-24,Brazil,212000000,255089,535,3172,5,221044,30873,133457182,1.24,86.65
2021-12-25,Brazil,212000000,255568,479,3175,3,221447,30946,133831012,1.24,86.65
2021-12-26,Brazil,212000000,255884,316,3177,2,221730,30977,134204842,1.24,86.65
2021-12-27,Brazil,212000000,256324,440,3182,5,222148,30994,134578671,1.24,86.67
2021-12-28,Brazil,212000000,256589,265,3184,2,222379,31026,134952501,1.24,86.67
2021-12-29,Brazil,212000000,257097,508,3194,10,222809,31094,135326331,1.24,86.66
2021-12-30,Brazil,212000000,257732,635,3202,8,223314,31216,135700160,1.24,86.65
2021-12-31,Brazil,212000000,258089,357,3205,3,223627,31257,136073990,1.24,86.65
2022-01-01,Brazil,212000000,258629,540,3212,7,224055,31362,136447820,1.24,86.63
2022-01-02,Brazil,212000000,259181,552,3216,4,224532,31433,136821649,1.24,86.63
2022-01-03,Brazil,212000000,259789,608,3226,10,225064,31499,137195479,1.24,86.63
2022-01-04,Brazil,212000000,260136,347,3231,5,225393,31512,137569309,1.24,86.64
2022-01-05,Brazil,212000000,260526,390,3237,6,225702,31587,137943138,1.24,86.63
2022-01-06,Brazil,212000000,261076,550,3241,4,226228,31607,138316968,1.24,86.65
2022-01-07,Brazil,212000000,261528,452,3250,9,226586,31692,138690797,1.24,86.64
2022-01-08,Brazil,212000000,261971,443,3258,8,226964,31749,139064627,1.24,86.64
2022-01-09,Brazil,212000000,262479,508,3264,6,227418,31797,139438457,1.24,86.64
2022-01-10,Brazil,212000000,262842,363,3268,4,227723,31851,139812286,1.24,86.64
2022-01-11,Brazil,212000000,263327,485,3274,6,228130,31923,140186116,1.24,86.63
2022-01-12,Brazil,212000000,263776,449,3283,9,228489,32004,140559946,1.24,86.62
2022-01-13,Brazil,212000000,264186,410,3291,8,228862,32033,140933775,1.25,86.63
2022-01-14,Brazil,212000000,264762,576,3302,11,229322,32138,141307605,1.25,86.61
2022-01-15,Brazil,212000000,265328,566,3309,7,229834,32185,141681435,1.25,86.62
2022-01-16,Brazil,212000000,265878,550,3312,3,230331,32235,142055264,1.25,86.63
2022-01-17,Brazil,212000000,266346,468,3318,6,230727,32301,142429094,1.25,86.63
2022-01-18,Brazil,212000000,266889,543,3328,10,231199,32362,142802924,1.25,86.63
2022-01-19,Brazil,212000000,267222,333,3334,6,231482,32406,143176753,1.25,86.63
2022-01-20,Brazil,212000000,267648,426,3338,4,231869,32441,143550583,1.25,86.63
2022-01-21,Brazil,212000000,268044,396,3345,7,232181,32518,143924412,1.25,86.62
2022-01-22,Brazil,212000000,268424,380,3350,5,232487,32587,144298242,1.25,86.61
2022-01-23,Brazil,212000000,268791,367,3352,2,232835,32604,144672072,1.25,86.62
2022-01-24,Brazil,212000000,269182,391,3356,4,233165,32661,145045901,1.25,86.62
2022-01-25,Brazil,212000000,269648,466,3364,8,233571,32713,145419731,1.25,86.62
2022-01-26,Brazil,212000000,270103,455,3369,5,233947,32787,145793561,1.25,86.61
2022-01-27,Brazil,212000000,270483,380,3373,4,234277,32833,146167390,1.25,86.61
2022-01-28,Brazil,212000000,270821,338,3377,4,234541,32903,146541220,1.25,86.6
2022-01-29,Brazil,212000000,271187,366,3383,6,234837,32967,146915050,1.25,86.6
2022-01-30,Brazil,212000000,271613,426,3390,7,235231,32992,147288879,1.25,86.61
2022-01-31,Brazil,212000000,272000,387,3395,5,235547,33058,147662709,1.25,86.6
2022-02-01,Brazil,212000000,272483,483,3399,4,236002,33082,148036539,1.25,86.61
2022-02-02,Brazil,212000000,272978,495,3402,3,236475,33101,148410368,1.25,86.63
2022-02-03,Brazil,212000000,273417,439,3411,9,236874,33132,148784198,1.25,86.63
2022-02-04,Brazil,212000000,273885,468,3415,4,237276,33194,149158027,1.25,86.63
2022-02-05,Brazil,212000000,274275,390,3421,6,237607,33247,149531857,1.25,86.63
2022-02-06,Brazil,212000000,274629,354,3424,3,237921,33284,149905687,1.25,86.63
2022-02-07,Brazil,212000000,274956,327,3429,5,238182,33345,150279516,1.25,86.63
2022-02-08,Brazil,212000000,275326,370,3435,6,238489,33402,150653346,1.25,86.62
2022-02-09,Brazil,212000000,275715,389,3437,2,238826,33452,151027176,1.25,86.62
2022-02-10,Brazil,212000000,276082,367,3442,5,239133,33507,151401005,1.25,86.62
2022-02-11,Brazil,212000000,276448,366,3448,6,239470,33530,151774835,1.25,86.62
2022-02-12,Brazil,212000000,276772,324,3452,4,239757,33563,152148665,1.25,86.63
2022-02-13,Brazil,212000000,277113,341,3454,2,240038,33621,152522494,1.25,86.62
2022-02-14,Brazil,212000000,277436,323,3457,3,240320,33659,152896324,1.25,86.62
2022-02-15,Brazil,212000000,277860,424,3460,3,240699,33701,153270154,1.25,86.63
2022-02-16,Brazil,212000000,278241,381,3467,7,241034,33740,153643983,1.25,86.63
2022-02-17,Brazil,212000000,278560,319,3469,2,241300,33791,154017813,1.25,86.62
2022-02-18,Brazil,212000000,278875,315,3474,5,241548,33853,154391643,1.25,86.62
2022-02-19,Brazil,212000000,279292,417,3481,7,241907,33904,154765472,1.25,86.61
2022-02-20,Brazil,212000000,279598,306,3486,5,242167,33945,155139302,1.25,86.61
2022-02-21,Brazil,212000000,279939,341,3491,5,242491,33957,155513131,1.25,86.62
2022-02-22,Brazil,212000000,280233,294,3493,2,242747,33993,155886961,1.25,86.62
2022-02-23,Brazil,212000000,280596,363,3495,2,243050,34051,156260791,1.25,86.62
2022-02-24,Brazil,212000000,280840,244,3499,4,243264,34077,156634620,1.25,86.62
2022-02-25,Brazil,212000000,281095,255,3501,2,243480,34114,157008450,1.25,86.62
2022-02-26,Brazil,212000000,281419,324,3507,6,243789,34123,157382280,1.25,86.63
2022-02-27,Brazil,212000000,281658,239,3511,4,243993,34154,157756109,1.25,86.63
2022-02-28,Brazil,212000000,281935,277,3515,4,244220,34200,158129939,1.25,86.62
2022-03-01,Brazil,212000000,282289,354,3521,6,244545,34223,158503769,1.25,86.63
2022-03-02,Brazil,212000000,282745,456,3525,4,244959,34261,158877598,1.25,86.64
2022-03-03,Brazil,212000000,283047,302,3527,2,245194,34326,159251428,1.25,86.63
2022-03-04,Brazil,212000000,283453,406,3532,5,245536,34385,159625258,1.25,86.62
2022-03-05,Brazil,212000000,283712,259,3537,5,245750,34425,159999087,1.25,86.62
2022-03-06,Brazil,212000000,284053,341,3540,3,246045,34468,160372917,1.25,86.62
2022-03-07,Brazil,212000000,284300,247,3542,2,246245,34513,160746746,1.25,86.61
2022-03-08,Brazil,212000000,284621,321,3547,5,246539,34535,161120576,1.25,86.62
2022-03-09,Brazil,212000000,285061,440,3554,7,246893,34614,161494406,1.25,86.61
2022-03-10,Brazil,212000000,285359,298,3560,6,247169,34630,161868235,1.25,86.62
2022-03-11,Brazil,212000000,285642,283,3562,2,247396,34684,162242065,1.25,86.61
2022-03-12,Brazil,212000000,285924,282,3567,5,247639,34718,162615895,1.25,86.61
2022-03-13,Brazil,212000000,286273,349,3572,5,247954,34747,162989724,1.25,86.61
2022-03-14,Brazil,212000000,286625,352,3574,2,248248,34803,163363554,1.25,86.61
2022-03-15,Brazil,212000000,286871,246,3578,4,248474,34819,163737384,1.25,86.62
2022-03-16,Brazil,212000000,287222,351,3581,3,248750,34891,164111213,1.25,86.61
2022-03-17,Brazil,212000000,287508,286,3583,2,248998,34927,164485043,1.25,86.61
2022-03-18,Brazil,212000000,287832,324,3588,5,249263,34981,164858873,1.25,86.6
2022-03-19,Brazil,212000000,288079,247,3593,5,249464,35022,165232702,1.25,86.6
2022-03-20,Brazil,212000000,288327,248,3596,3,249698,35033,165606532,1.25,86.6
2022-03-21,Brazil,212000000,288643,316,3601,5,250000,35042,165980361,1.25,86.61
2022-03-22,Brazil,212000000,288869,226,3603,2,250207,35059,166354191,1.25,86.62
2022-03-23,Brazil,212000000,289101,232,3605,2,250421,35075,166728021,1.25,86.62
2022-03-24,Brazil,212000000,289353,252,3608,3,250641,35104,167101850,1.25,86.62
2022-03-25,Brazil,212000000,289560,207,3610,2,250828,35122,167475680,1.25,86.62
2022-03-26,Brazil,212000000,289904,344,3617,7,251129,35158,167849510,1.25,86.62
2022-03-27,Brazil,212000000,290161,257,3619,2,251352,35190,168223339,1.25,86.63
2022-03-28,Brazil,212000000,290434,273,3620,1,251577,35237,168597169,1.25,86.62
2022-03-29,Brazil,212000000,290681,247,3622,2,251792,35267,168970999,1.25,86.62
2022-03-30,Brazil,212000000,290941,260,3625,3,252038,35278,169344828,1.25,86.63
2022-03-31,Brazil,212000000,291154,213,3629,4,252234,35291,169718658,1.25,86.63
2022-04-01,Brazil,212000000,291506,352,3632,3,252516,35358,170092488,1.25,86.62
2022-04-02,Brazil,212000000,291788,282,3637,5,252773,35378,170466317,1.25,86.63
2022-04-03,Brazil,212000000,292138,350,3642,5,253108,35388,170840147,1.25,86.64
2022-04-04,Brazil,212000000,292343,205,3645,3,253277,35421,171213976,1.25,86.64
2022-04-05,Brazil,212000000,292590,247,3649,4,253512,35429,171587806,1.25,86.64
2022-04-06,Brazil,212000000,292868,278,3652,3,253747,35469,171961636,1.25,86.64
2022-04-07,Brazil,212000000,293188,320,3655,3,254033,35500,172335465,1.25,86.65
2022-04-08,Brazil,212000000,293460,272,3657,2,254269,35534,172709295,1.25,86.65
2022-04-09,Brazil,212000000,293745,285,3662,5,254515,35568,173083125,1.25,86.64
2022-04-10,Brazil,212000000,294049,304,3667,5,254774,35608,173456954,1.25,86.64
2022-04-11,Brazil,212000000,294285,236,3671,4,254964,35650,173830784,1.25,86.64
2022-04-12,Brazil,212000000,294546,261,3675,4,255207,35664,174204614,1.25,86.64
2022-04-13,Brazil,212000000,294734,188,3679,4,255363,35692,174578443,1.25,86.64
2022-04-14,Brazil,212000000,294930,196,3681,2,255545,35704,174952273,1.25,86.65
2022-04-15,Brazil,212000000,295161,231,3683,2,255749,35729,175326103,1.25,86.65
2022-04-16,Brazil,212000000,295481,320,3689,6,256001,35791,175699932,1.25,86.64
2022-04-17,Brazil,212000000,295695,214,3692,3,256201,35802,176073762,1.25,86.64
2022-04-18,Brazil,212000000,295875,180,3694,2,256352,35829,176447592,1.25,86.64
2022-04-19,Brazil,212000000,296080,205,3695,1,256543,35842,176821421,1.25,86.65
2022-04-20,Brazil,212000000,296314,234,3699,4,256754,35861,177195251,1.25,86.65
2022-04-21,Brazil,212000000,296517,203,3700,1,256927,35890,177569080,1.25,86.65
2022-04-22,Brazil,212000000,296697,180,3702,2,257075,35920,177942910,1.25,86.65
2022-04-23,Brazil,212000000,296866,169,3703,1,257225,35938,178316740,1.25,86.65
2022-04-24,Brazil,212000000,297117,251,3706,3,257439,35972,178690569,1.25,86.65
2022-04-25,Brazil,212000000,297282,165,3708,2,257578,35996,179064399,1.25,86.64
2022-04-26,Brazil,212000000,297497,215,3712,4,257752,36033,179438229,1.25,86.64
2022-04-27,Brazil,212000000,297695,198,3714,2,257931,36050,179812058,1.25,86.64
2022-04-28,Brazil,212000000,297915,220,3715,1,258131,36069,180185888,1.25,86.65
2022-04-29,Brazil,212000000,298130,215,3718,3,258330,36082,180559718,1.25,86.65
2022-04-30,Brazil,212000000,298279,149,3720,2,258470,36089,180933547,1.25,86.65
2022-05-01,Brazil,212000000,298444,165,3722,2,258623,36099,181307377,1.25,86.66
2022-05-02,Brazil,212000000,298590,146,3725,3,258740,36125,181681207,1.25,86.65
2022-05-03,Brazil,212000000,298846,256,3727,2,258941,36178,182055036,1.25,86.65
2022-05-04,Brazil,212000000,298971,125,3729,2,259052,36190,182428866,1.25,86.65
2022-05-05,Brazil,212000000,299124,153,3731,2,259185,36208,182802695,1.25,86.65
2022-05-06,Brazil,212000000,299286,162,3734,3,259335,36217,183176525,1.25,86.65
2022-05-07,Brazil,212000000,299425,139,3736,2,259464,36225,183550355,1.25,86.65
2022-05-08,Brazil,212000000,299579,154,3736,0,259592,36251,183924184,1.25,86.65
2022-05-09,Brazil,212000000,299728,149,3737,1,259720,36271,184298014,1.25,86.65
2022-05-10,Brazil,212000000,299908,180,3740,3,259890,36278,184671844,1.25,86.66
2022-05-11,Brazil,212000000,300073,165,3741,1,260019,36313,185045673,1.25,86.65
2022-05-12,Brazil,212000000,300194,121,3742,1,260120,36332,185419503,1.25,86.65
2022-05-13,Brazil,212000000,300372,178,3743,1,260275,36354,185793333,1.25,86.65
2022-05-14,Brazil,212000000,300536,164,3745,2,260414,36377,186167162,1.25,86.65
2022-05-15,Brazil,212000000,300623,87,3745,0,260484,36394,186540992,1.25,86.65
2022-05-16,Brazil,212000000,300803,180,3748,3,260646,36409,186914822,1.25,86.65
2022-05-17,Brazil,212000000,300925,122,3749,1,260754,36422,186914822,1.25,86.65
2022-05-18,Brazil,212000000,301049,124,3750,1,260861,36438,186914822,1.25,86.65
2022-05-19,Brazil,212000000,301272,223,3753,3,261063,36456,186914822,1.25,86.65
2022-05-20,Brazil,212000000,301414,142,3754,1,261175,36485,186914822,1.25,86.65
2022-05-21,Brazil,212000000,301536,122,3756,2,261291,36489,186914822,1.25,86.65
2022-05-22,Brazil,212000000,301665,129,3757,1,261402,36506,186914822,1.25,86.65
2022-05-23,Brazil,212000000,301779,114,3759,2,261510,36510,186914822,1.25,86.66
2022-05-24,Brazil,212000000,301877,98,3760,1,261591,36526,186914822,1.25,86.65
2022-05-25,Brazil,212000000,302035,158,3763,3,261738,36534,186914822,1.25,86.66
2022-05-26,Brazil,212000000,302122,87,3763,0,261806,36553,186914822,1.25,86.66
2022-05-27,Brazil,212000000,302257,135,3765,2,261922,36570,186914822,1.25,86.66
2022-05-28,Brazil,212000000,302369,112,3767,2,262011,36591,186914822,1.25,86.65
2022-05-29,Brazil,212000000,302450,81,3768,1,262087,36595,186914822,1.25,86.65
2022-05-30,Brazil,212000000,302563,113,3769,1,262182,36612,186914822,1.25,86.65
2022-05-31,Brazil,212000000,302689,126,3770,1,262284,36635,186914822,1.25,86.65
2022-06-01,Brazil,212000000,302790,101,3772,2,262363,36655,186914822,1.25,86.65
2022-06-02,Brazil,212000000,302960,170,3774,2,262518,36668,186914822,1.25,86.65
2022-06-03,Brazil,212000000,303077,117,3776,2,262628,36673,186914822,1.25,86.65
2022-06-04,Brazil,212000000,303189,112,3777,1,262725,36687,186914822,1.25,86.65
2022-06-05,Brazil,212000000,303287,98,3777,0,262804,36706,186914822,1.25,86.65
2022-06-06,Brazil,212000000,303385,98,3777,0,262896,36712,186914822,1.24,86.65
2022-06-07,Brazil,212000000,303492,107,3778,1,262979,36735,186914822,1.24,86.65
2022-06-08,Brazil,212000000,303606,114,3780,2,263085,36741,186914822,1.25,86.65
2022-06-09,Brazil,212000000,303709,103,3781,1,263181,36747,186914822,1.24,86.66
2022-06-10,Brazil,212000000,303819,110,3782,1,263277,36760,186914822,1.24,86.66
2022-06-11,Brazil,212000000,303907,88,3783,1,263357,36767,186914822,1.24,86.66
2022-06-12,Brazil,212000000,303992,85,3784,1,263426,36782,186914822,1.24,86.66
2022-06-13,Brazil,212000000,304100,108,3785,1,263520,36795,186914822,1.24,86.66
2022-06-14,Brazil,212000000,304188,88,3786,1,263595,36807,186914822,1.24,86.66
2022-06-15,Brazil,212000000,304278,90,3786,0,263669,36823,186914822,1.24,86.65
2022-06-16,Brazil,212000000,304392,114,3786,0,263769,36837,186914822,1.24,86.65
2022-06-17,Brazil,212000000,304469,77,3787,1,263838,36844,186914822,1.24,86.66
2022-06-18,Brazil,212000000,304546,77,3788,1,263905,36853,186914822,1.24,86.66
2022-06-19,Brazil,212000000,304636,90,3788,0,263991,36857,186914822,1.24,86.66
2022-06-20,Brazil,212000000,304735,99,3789,1,264071,36875,186914822,1.24,86.66
2022-06-21,Brazil,212000000,304805,70,3790,1,264133,36882,186914822,1.24,86.66
2022-06-22,Brazil,212000000,304882,77,3791,1,264202,36889,186914822,1.24,86.66
2022-06-23,Brazil,212000000,304952,70,3792,1,264265,36895,186914822,1.24,86.66
2022-06-24,Brazil,212000000,305027,75,3792,0,264333,36902,186914822,1.24,86.66
2022-06-25,Brazil,212000000,305092,65,3792,0,264388,36912,186914822,1.24,86.66
2022-06-26,Brazil,212000000,305156,64,3793,1,264447,36916,186914822,1.24,86.66
2022-06-27,Brazil,212000000,305246,90,3794,1,264521,36931,186914822,1.24,86.66
2022-06-28,Brazil,212000000,305297,51,3794,0,264569,36934,186914822,1.24,86.66
2022-06-29,Brazil,212000000,305368,71,3794,0,264633,36941,186914822,1.24,86.66
2022-06-30,Brazil,212000000,305436,68,3794,0,264689,36953,186914822,1.24,86.66
2022-07-01,Brazil,212000000,305482,46,3794,0,264727,36961,186914822,1.24,86.66
2022-07-02,Brazil,212000000,305548,66,3794,0,264786,36968,186914822,1.24,86.66
2022-07-03,Brazil,212000000,305602,54,3794,0,264829,36979,186914822,1.24,86.66
2022-07-04,Brazil,212000000,305664,62,3794,0,264878,36992,186914822,1.24,86.66
2022-07-05,Brazil,212000000,305730,66,3795,1,264930,37005,186914822,1.24,86.65
2022-07-06,Brazil,212000000,305787,57,3796,1,264979,37012,186914822,1.24,86.65
2022-07-07,Brazil,212000000,305849,62,3797,1,265038,37014,186914822,1.24,86.66
2022-07-08,Brazil,212000000,305919,70,3797,0,265100,37022,186914822,1.24,86.66
2022-07-09,Brazil,212000000,305970,51,3797,0,265140,37033,186914822,1.24,86.66
2022-07-10,Brazil,212000000,306025,55,3797,0,265188,37040,186914822,1.24,86.66
2022-07-11,Brazil,212000000,306075,50,3797,0,265235,37043,186914822,1.24,86.66
2022-07-12,Brazil,212000000,306129,54,3797,0,265283,37049,186914822,1.24,86.66
2022-07-13,Brazil,212000000,306188,59,3797,0,265338,37053,186914822,1.24,86.66
2022-07-14,Brazil,212000000,306246,58,3797,0,265392,37057,186914822,1.24,86.66
2022-07-15,Brazil,212000000,306289,43,3797,0,265431,37061,186914822,1.24,86.66
2022-07-16,Brazil,212000000,306330,41,3797,0,265464,37069,186914822,1.24,86.66
2022-07-17,Brazil,212000000,306381,51,3797,0,265508,37076,186914822,1.24,86.66
2022-07-18,Brazil,212000000,306426,45,3797,0,265546,37083,186914822,1.24,86.66
2022-07-19,Brazil,212000000,306479,53,3797,0,265591,37091,186914822,1.24,86.66
2022-07-20,Brazil,212000000,306523,44,3797,0,265629,37097,186914822,1.24,86.66
2022-07-21,Brazil,212000000,306578,55,3797,0,265676,37105,186914822,1.24,86.66
2022-07-22,Brazil,212000000,306604,26,3797,0,265697,37110,186914822,1.24,86.66
2022-07-23,Brazil,212000000,306664,60,3798,1,265751,37115,186914822,1.24,86.66
2022-07-24,Brazil,212000000,306698,34,3798,0,265779,37121,186914822,1.24,86.66
2022-07-25,Brazil,212000000,306751,53,3798,0,265828,37125,186914822,1.24,86.66
2022-07-26,Brazil,212000000,306782,31,3798,0,265853,37131,186914822,1.24,86.66
2022-07-27,Brazil,212000000,306823,41,3798,0,265885,37140,186914822,1.24,86.66
2022-07-28,Brazil,212000000,306855,32,3798,0,265911,37146,186914822,1.24,86.66
2022-07-29,Brazil,212000000,306893,38,3798,0,265942,37153,186914822,1.24,86.66
2022-07-30,Brazil,212000000,306932,39,3798,0,265976,37158,186914822,1.24,86.66
2022-07-31,Brazil,212000000,306964,32,3798,0,266001,37165,186914822,1.24,86.66
2022-08-01,Brazil,212000000,306994,30,3798,0,266028,37168,186914822,1.24,86.66
2022-08-02,Brazil,212000000,307030,36,3798,0,266056,37176,186914822,1.24,86.65
2022-08-03,Brazil,212000000,307064,34,3798,0,266088,37178,186914822,1.24,86.66
2022-08-04,Brazil,212000000,307100,36,3798,0,266119,37183,186914822,1.24,86.66
2022-08-05,Brazil,212000000,307140,40,3798,0,266155,37187,186914822,1.24,86.66
2022-08-06,Brazil,212000000,307183,43,3798,0,266190,37195,186914822,1.24,86.66
2022-08-07,Brazil,212000000,307216,33,3798,0,266218,37200,186914822,1.24,86.65
2022-08-08,Brazil,212000000,307251,35,3798,0,266250,37203,186914822,1.24,86.66
2022-08-09,Brazil,212000000,307278,27,3798,0,266274,37206,186914822,1.24,86.66
2022-08-10,Brazil,212000000,307312,34,3798,0,266303,37211,186914822,1.24,86.66
2022-08-11,Brazil,212000000,307337,25,3798,0,266324,37215,186914822,1.24,86.66
2022-08-12,Brazil,212000000,307359,22,3798,0,266341,37220,186914822,1.24,86.65
2022-08-13,Brazil,212000000,307382,23,3798,0,266363,37221,186914822,1.24,86.66
2022-08-14,Brazil,212000000,307411,29,3798,0,266388,37225,186914822,1.24,86.66
2022-08-15,Brazil,212000000,307436,25,3798,0,266411,37227,186914822,1.24,86.66
2022-08-16,Brazil,212000000,307462,26,3798,0,266434,37230,186914822,1.24,86.66
2022-08-17,Brazil,212000000,307484,22,3798,0,266454,37232,186914822,1.24,86.66
2022-08-18,Brazil,212000000,307508,24,3798,0,266474,37236,186914822,1.24,86.66
2022-08-19,Brazil,212000000,307529,21,3798,0,266491,37240,186914822,1.24,86.66
2022-08-20,Brazil,212000000,307553,24,3798,0,266513,37242,186914822,1.23,86.66
2022-08-21,Brazil,212000000,307575,22,3798,0,266532,37245,186914822,1.23,86.66
2022-08-22,Brazil,212000000,307595,20,3798,0,266549,37248,186914822,1.23,86.66
2022-08-23,Brazil,212000000,307621,26,3798,0,266573,37250,186914822,1.23,86.66
2022-08-24,Brazil,212000000,307641,20,3798,0,266590,37253,186914822,1.23,86.66
2022-08-25,Brazil,212000000,307658,17,3798,0,266604,37256,186914822,1.23,86.66
2022-08-26,Brazil,212000000,307677,19,3798,0,266621,37258,186914822,1.23,86.66
2022-08-27,Brazil,212000000,307705,28,3798,0,266643,37264,186914822,1.23,86.66
2022-08-28,Brazil,212000000,307723,18,3798,0,266657,37268,186914822,1.23,86.65
2022-08-29,Brazil,212000000,307742,19,3798,0,266674,37270,186914822,1.23,86.66
2022-08-30,Brazil,212000000,307761,19,3798,0,266692,37271,186914822,1.23,86.66
2022-08-31,Brazil,212000000,307778,17,3798,0,266708,37272,186914822,1.23,86.66
2022-09-01,Brazil,212000000,307795,17,3798,0,266722,37275,186914822,1.23,86.66
2022-09-02,Brazil,212000000,307811,16,3798,0,266736,37277,186914822,1.23,86.66
2022-09-03,Brazil,212000000,307828,17,3798,0,266752,37278,186914822,1.23,86.66
2022-09-04,Brazil,212000000,307840,12,3798,0,266761,37281,186914822,1.23,86.66
2022-09-05,Brazil,212000000,307854,14,3798,0,266773,37283,186914822,1.23,86.66
2022-09-06,Brazil,212000000,307865,11,3798,0,266782,37285,186914822,1.23,86.66
2022-09-07,Brazil,212000000,307877,12,3798,0,266791,37288,186914822,1.23,86.66
2022-09-08,Brazil,212000000,307892,15,3798,0,266803,37291,186914822,1.23,86.65
2022-09-09,Brazil,212000000,307902,10,3798,0,266811,37293,186914822,1.23,86.65
2022-09-10,Brazil,212000000,307913,11,3798,0,266819,37296,186914822,1.23,86.65
2022-09-11,Brazil,212000000,307927,14,3798,0,266831,37298,186914822,1.23,86.65
2022-09-12,Brazil,212000000,307940,13,3798,0,266842,37300,186914822,1.23,86.65
2022-09-13,Brazil,212000000,307960,20,3798,0,266857,37305,186914822,1.23,86.65
2022-09-14,Brazil,212000000,307971,11,3798,0,266866,37307,186914822,1.23,86.65
2022-09-15,Brazil,212000000,307981,10,3798,0,266875,37308,186914822,1.23,86.65
2022-09-16,Brazil,212000000,307992,11,3798,0,266885,37309,186914822,1.23,86.65
2022-09-17,Brazil,212000000,308006,14,3798,0,266897,37311,186914822,1.23,86.65
2022-09-18,Brazil,212000000,308016,10,3798,0,266905,37313,186914822,1.23,86.65
2022-09-19,Brazil,212000000,308027,11,3798,0,266915,37314,186914822,1.23,86.65
2022-09-20,Brazil,212000000,308039,12,3798,0,266924,37317,186914822,1.23,86.65
2022-09-21,Brazil,212000000,308052,13,3798,0,266935,37319,186914822,1.23,86.65
2022-09-22,Brazil,212000000,308062,10,3798,0,266943,37321,186914822,1.23,86.65
2022-09-23,Brazil,212000000,308071,9,3798,0,266951,37322,186914822,1.23,86.65
2022-09-24,Brazil,212000000,308080,9,3798,0,266959,37323,186914822,1.23,86.65
2022-09-25,Brazil,212000000,308093,13,3798,0,266969,37326,186914822,1.23,86.65
2022-09-26,Brazil,212000000,308103,10,3798,0,266977,37328,186914822,1.23,86.65
2022-09-27,Brazil,212000000,308112,9,3798,0,266984,37330,186914822,1.23,86.65
2022-09-28,Brazil,212000000,308124,12,3798,0,266993,37333,186914822,1.23,86.65
2022-09-29,Brazil,212000000,308131,7,3798,0,266999,37334,186914822,1.23,86.65
2022-09-30,Brazil,212000000,308138,7,3798,0,267005,37335,186914822,1.23,86.65
2022-10-01,Brazil,212000000,308145,7,3798,0,267011,37336,186914822,1.23,86.65
2022-10-02,Brazil,212000000,308153,8,3798,0,267018,37337,186914822,1.23,86.65
2022-10-03,Brazil,212000000,308160,7,3798,0,267023,37339,186914822,1.23,86.65
2022-10-04,Brazil,212000000,308166,6,3798,0,267028,37340,186914822,1.23,86.65
2022-10-05,Brazil,212000000,308174,8,3798,0,267034,37342,186914822,1.23,86.65
2022-10-06,Brazil,212000000,308180,6,3798,0,267038,37344,186914822,1.23,86.65
2022-10-07,Brazil,212000000,308186,6,3798,0,267043,37345,186914822,1.23,86.65
2022-10-08,Brazil,212000000,308192,6,3798,0,267048,37346,186914822,1.23,86.65
2022-10-09,Brazil,212000000,308197,5,3798,0,267052,37347,186914822,1.23,86.65
2022-10-10,Brazil,212000000,308202,5,3798,0,267056,37348,186914822,1.23,86.65
2022-10-11,Brazil,212000000,308208,6,3798,0,267060,37350,186914822,1.23,86.65
2022-10-12,Brazil,212000000,308214,6,3798,0,267065,37351,186914822,1.23,86.65
2022-10-13,Brazil,212000000,308219,5,3798,0,267069,37352,186914822,1.23,86.65
2022-10-14,Brazil,212000000,308227,8,3798,0,267076,37353,186914822,1.23,86.65
2022-10-15,Brazil,212000000,308231,4,3798,0,267079,37354,186914822,1.23,86.65
2022-10-16,Brazil,212000000,308236,5,3798,0,267083,37355,186914822,1.23,86.65
2022-10-17,Brazil,212000000,308241,5,3798,0,267087,37356,186914822,1.23,86.65
2022-10-18,Brazil,212000000,308246,5,3798,0,267091,37357,186914822,1.23,86.65
